source_group,source_file,source_ids,page,page_count,legacy_covered,priority,selection_reason,candidate_type,markets,companies,ownership_signals,applications,geographies,metrics,company_metrics,units,risk_flags,score,visual_review_status
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,42,79,N,P2,정량키워드,시장,EV,삼성SDI|Northvolt,,,글로벌|북미|미국|유럽|한국,수요,,%,,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,65,79,N,P3,정량키워드,시장,EV,,,통신 등 기타,북미|미국|유럽|한국,수요|YoY,,%,수주·계약,11,대기
inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,3,39,N,P2,정량키워드,시장,EV,,,데이터센터|상업·산업용(C&I),미국|한국,수요,,%|TWH,,11,대기
inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,10,39,N,P2,정량키워드,시장,ESS,,,데이터센터|Grid/Utility|상업·산업용(C&I)|BESS,미국|한국,수요,,%|GW|MW,,11,대기
inbox,"상상인증권_삼성SDI_북미ESS 성장 반영, 중장기 이익전망 상향_20260407.pdf",2026-04-07_상상인증권_삼성SDI,2,6,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|SK온|CATL,,,미국|유럽|중국,판매대수|YoY,,GWH,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,12,74,N,P2,정량키워드,시장,EV,,,,글로벌|북미|중국,판매대수|YoY,,%|만대,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,14,74,N,P2,정량키워드,시장,EV,LG에너지솔루션|BYD|Tesla,,,글로벌|중국,점유율,,%,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,21,74,N,P2,정량키워드,시장,EV,,,,미국|중국,판매대수|수요|YoY,,GWH|만대,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,23,74,N,P2,정량키워드,시장,EV,,,,중국,판매대수|성장률|YoY,,%|만대,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,25,74,N,P2,정량키워드,시장,EV,CATL,,,글로벌|북미|유럽|중국,수요|점유율,,%,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,40,74,N,P2,정량키워드,시장,EV,,,,북미|유럽,판매대수|생산능력|YoY,생산능력,%|만대,,11,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,53,74,N,P2,정량키워드,시장,EV,,,,글로벌|북미|한국,판매량|YoY,판매량,%|대,,11,대기
inbox,신영증권_LG에너지솔루션_단기 눈높이는 낮춰도 방향성은 불변_20260731.pdf,2026-07-31_신영증권_LGES,2,5,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|CATL,,,글로벌,YoY,,%,,11,대기
inbox,신영증권_SK이노베이션_모두 다 좋아지고 있다_20260731.pdf,2026-07-31_신영증권_SK온,1,5,N,P2,정량키워드,시장,EV,SK온,,,,수요|YoY,,%,,11,대기
inbox,유안타증권_LG에너지솔루션_불확실성 해소된 현 시점 투자매력도 높음_20260506.pdf,2026-05-06_유안타증권_LGES,2,3,N,P2,정량키워드,시장,EV|ESS,,,BESS,북미,성장률|YoY,,%,,11,대기
inbox,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,2026-05-22_유안타증권_SK온,2,8,N,P2,정량키워드,회사,,SK온,,,미국|중국|한국,용량|캐파,캐파,%|GW,,11,대기
inbox,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,2026-05-22_유안타증권_SK온,4,8,N,P2,정량키워드,회사,,SK온,,,미국|중국|한국,생산량|용량|캐파,생산량|캐파,%|GW,,11,대기
inbox,유진투자증권_LG에너지솔루션_ESS + 4680이 견인하는 실적_20260506.pdf,2026-05-06_유진투자증권_LGES,2,11,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|북미|유럽,수요|CAPA,CAPA,%|GWH,수주·계약,11,대기
inbox,"유진투자증권_복합유틸리티_산업재 D(ata)PT - 「나트륨이온배터리, 게임체인저가 될 것인가」_20240520.pdf",2024-05-20_유진투자증권_산업,39,102,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,,수요|YoY,,%,,11,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,16,73,N,P2,정량키워드,시장,ESS,,,BESS,중국,용량,,%|MW,,11,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,67,101,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|통신 등 기타|BESS,글로벌,판매량|수요|캐파,판매량|캐파,%,,11,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,75,101,N,P2,정량키워드,시장,EV|ESS,,,BESS,글로벌|미국|유럽|중국,수요|캐파,캐파,%,,11,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,5,71,N,P2,정량키워드,시장,EV,SK온|CATL|Tesla,,,중국,용량,,%,,11,대기
inbox,"키움증권_LG에너지솔루션_1Q26 잠정 실적 리뷰 컨센서스 대비 매출은 상회, 영업이익은 하회_20260408.pdf",2026-04-08_키움증권_LGES,2,3,N,P3,정량키워드,시장,EV,LG에너지솔루션,,,미국,YoY,,%,수주·계약,11,대기
inbox,키움증권_LG에너지솔루션_북미 ESS CAPA 역량에 주목할 필요_20260504.pdf,2026-05-04_키움증권_LGES,2,7,N,P3,정량키워드,시장,EV|ESS,LG에너지솔루션|CATL,,,유럽,YoY,,%,수주·계약,11,대기
inbox,"키움증권_삼성SDI_분기 흑자전환 달성, 실적 개선 속도는 점검 필요_20260731.pdf",2026-07-31_키움증권_삼성SDI,4,8,N,P2,정량키워드,시장,EV,삼성SDI|CATL|BYD|CALB,,,유럽|중국|한국,점유율,,%,,11,대기
inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,8,29,N,P2,정량키워드,시장,ESS,,,Grid/Utility,글로벌|미국|유럽|중국,설치량|YoY,,GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,16,57,N,P2,정량키워드,시장,EV,,,,미국,수요|침투율,,%|GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,17,57,N,P2,정량키워드,시장,EV,,,,유럽,수요|침투율,,%|GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,18,57,N,P2,정량키워드,회사,,LG에너지솔루션,,,글로벌,수요|CAPA,CAPA,%|GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,36,57,N,P2,정량키워드,시장·회사,EV,LG에너지솔루션,,,북미|유럽|한국,수요|침투율|CAPA,CAPA,GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,40,57,N,P2,정량키워드,시장·회사,EV,LG에너지솔루션,,,북미|유럽|한국,수요|침투율|CAPA,CAPA,GWH,,11,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,53,57,N,P2,정량키워드,시장,EV,,,,글로벌|미국|유럽|중국|한국,수요|침투율|점유율,,%|GWH,,11,대기
inbox,하나증권_전자장비와기기_인터배터리가 투자자에게 주는 함의_20260316.pdf,2026-03-16_하나증권_산업,12,53,N,P2,정량키워드,시장,ESS,삼성SDI,,데이터센터,,수요,,GWH,,11,대기
inbox,"한화투자증권_SK이노베이션_에너지 안보 시대, 전통에너지 가치 재평가_20260514.pdf",2026-05-14_한화투자증권_SK온,1,6,N,P2,정량키워드,시장,EV,SK온,,,글로벌|북미|유럽|중국,출하량,출하량,%,,11,대기
inbox,"현대차증권_LG에너지솔루션_아쉬운 1분기. 하지만, 방향성은 유효_20260504.pdf",2026-05-04_현대차증권_LGES,2,7,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,,YoY,,%|대,,11,대기
inbox,흥국증권_전자장비와기기_2025년 미리보기 전열 재정비(ft.4680 배터리 로드맵)_20250203.pdf,2025-02-03_흥국증권_산업,14,46,N,P2,정량키워드,회사,,LG에너지솔루션|Tesla,,,미국|유럽|중국,판매량|생산량|수요|용량,판매량|생산량,%|GWH,,11,대기
inbox,흥국증권_전자장비와기기_2025년 미리보기 전열 재정비(ft.4680 배터리 로드맵)_20250203.pdf,2025-02-03_흥국증권_산업,18,46,N,P2,정량키워드,회사,,Tesla,,,미국,생산량|생산능력|수요|CAPA,생산량|생산능력|CAPA,%|GWH|만대,,11,대기
actuals,2025.4Q_IR_Final_Kr.pdf,삼성SDI,5,9,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|중국,CAPA,CAPA,%|GWH,수주·계약,10,대기
actuals,25_1Q_Script.pdf,,13,17,N,P2,정량키워드,시장,ESS,,,데이터센터|Grid/Utility,미국|중국,수요|용량|캐파,캐파,%,수주·계약,10,대기
actuals,25_2Q_Script.pdf,,9,23,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,북미|중국,수요|CAPA,CAPA,GWH,,10,대기
actuals,25_2Q_Script.pdf,,14,23,N,P3,정량키워드,시장,ESS,,,Grid/Utility,북미,수요,,%|GWH,수주·계약,10,대기
actuals,25_2Q_Script.pdf,,19,23,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,북미|미국,수요|용량|점유율|CAPA,CAPA,GWH,,10,대기
actuals,25_3Q_Script.pdf,,2,22,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,북미|미국|유럽,판매량|출하량|수요|CAPA,판매량|출하량|CAPA,%,,10,대기
actuals,25_3Q_Script.pdf,,6,22,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽,수요|침투율,,%,,10,대기
actuals,25_4Q_LGES_business_performance_F_KR.pdf,LGES,12,17,N,P3,정량키워드,시장,EV|ESS,,,,북미,수요|YoY,,%,수주·계약,10,대기
actuals,25_4Q_Script.pdf,,3,18,N,P2,정량키워드,시장,EV|ESS,,,,북미|미국|유럽|중국,판매량|출하량,판매량|출하량,%|GWH,수주·계약,10,대기
actuals,25_4Q_Script.pdf,,5,18,N,P3,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility|UPS,북미|미국,수요,,%|GWH,수주·계약,10,대기
actuals,25_4Q_Script.pdf,,10,18,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility,북미,수요|CAPA,CAPA,%,,10,대기
actuals,26_1Q_Script.pdf,2026_1Q_LGES,8,14,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|북미|유럽,수요|CAPA,CAPA,%|GWH,수주·계약,10,대기
actuals,26_2Q_LGES_business_performance_F_KR.pdf,2026_2Q_LGES,11,16,N,P2,정량키워드,시장,EV|ESS,,,데이터센터,북미|유럽,수요|CAPA,CAPA,%,수주·계약,10,대기
actuals,SK이노베이션_실적발표_1Q25 국문_F.pdf,SK온|SK이노베이션,13,19,N,P2,정량키워드,시장,EV,SK온,,,글로벌|북미|미국,판매량,판매량,%,,10,대기
actuals,SK이노베이션_실적발표_2Q25 국문_F.pdf,SK온|SK이노베이션,14,19,N,P2,정량키워드,시장,EV|ESS,SK온,,,북미,판매량,판매량,%,,10,대기
actuals,SK이노베이션_실적발표_2Q25 국문_F.pdf,SK온|SK이노베이션,18,19,N,P1,정량키워드,회사,,,JV,,북미|미국|유럽|중국|한국,생산능력,생산능력,GWH,,10,채택
actuals,SK이노베이션_실적발표_3Q25 국문.pdf,SK온|SK이노베이션,18,19,N,P1,정량키워드,회사,,,JV,,북미|미국|유럽|중국|한국,생산능력,생산능력,GWH,,10,채택
actuals,SK이노베이션_실적발표_4Q25 국문 (1).pdf,SK온|SK이노베이션,7,22,N,P2,정량키워드,시장,ESS,SK온,,,글로벌|미국,수요,,GW,,10,대기
actuals,SK이노베이션_실적발표_4Q25 국문 (1).pdf,SK온|SK이노베이션,16,22,N,P2,정량키워드,시장,EV|ESS,SK온,,,북미|유럽,판매량,판매량,%,,10,대기
actuals,SK이노베이션_실적발표_4Q25 국문 (1).pdf,SK온|SK이노베이션,21,22,N,P1,정량키워드,회사,,,JV,,북미|미국|유럽|중국|한국,생산능력,생산능력,GWH,,10,채택
inbox,DB증권_LG에너지솔루션_1Q26 잠정실적 AMPC가 매출로_20260408.pdf,2026-04-08_DB증권_LGES,2,3,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_LG에너지솔루션_1Q26 잠정실적 AMPC가 매출로_20260408.pdf,2026-04-08_DB증권_LGES,3,3,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_LG에너지솔루션_원통형 전지 활약에 주목_20260504.pdf,2026-05-04_DB증권_LGES,2,4,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_LG에너지솔루션_원통형 전지 활약에 주목_20260504.pdf,2026-05-04_DB증권_LGES,4,4,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_LG에너지솔루션_하반기 수주 모멘텀 집중으로 섹터 대장 확인_20260731.pdf,2026-07-31_DB증권_LGES,2,3,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_LG에너지솔루션_하반기 수주 모멘텀 집중으로 섹터 대장 확인_20260731.pdf,2026-07-31_DB증권_LGES,3,3,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,DB증권_SK이노베이션_실적 추가 상향 대비_20260731.pdf,2026-07-31_DB증권_SK온,3,3,N,P2,정량키워드,시장,EV,SK온,,,,YoY,,%,,10,대기
inbox,DB증권_삼성SDI_1Q26 컨센서스 상회 전망_20260401.pdf,2026-04-01_DB증권_삼성SDI,2,4,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,DB증권_삼성SDI_1Q26 컨센서스 상회 전망_20260401.pdf,2026-04-01_DB증권_삼성SDI,4,4,N,P2,정량키워드,시장,EV,삼성SDI,,,,YoY,,%,,10,대기
inbox,"DB증권_삼성SDI_하반기 흑자 지속, ESS 증설 가능성_20260731.pdf",2026-07-31_DB증권_삼성SDI,2,4,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,"DB증권_삼성SDI_하반기 흑자 지속, ESS 증설 가능성_20260731.pdf",2026-07-31_DB증권_삼성SDI,4,4,N,P2,정량키워드,시장,EV,삼성SDI,,,,YoY,,%,,10,대기
inbox,IBK투자증권_LG에너지솔루션_90 - 20 = 70_20260731.pdf,2026-07-31_IBK투자증권_LGES,2,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,IBK투자증권_LG에너지솔루션_매 분기 성장 예정_20260504.pdf,2026-05-04_IBK투자증권_LGES,2,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,IBK투자증권_SK이노베이션_공급 충격의 누적이 시작됐다_20260504.pdf,2026-05-04_IBK투자증권_SK온,2,4,N,P2,정량키워드,회사,,SK온,,,미국|유럽|중국|한국,생산능력,생산능력,%|GWH,,10,대기
inbox,IBK투자증권_SK이노베이션_윤활기유가 이끈 어닝 서프라이즈_20260731.pdf,2026-07-31_IBK투자증권_SK온,1,4,N,P2,정량키워드,시장,EV,SK온,,,,수요,,%,,10,대기
inbox,IBK투자증권_삼성SDI_ESS가 좋은 날_20260731.pdf,2026-07-31_IBK투자증권_삼성SDI,2,5,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,IBK투자증권_삼성SDI_이제 호재가 터질 시기_20260402.pdf,2026-04-02_IBK투자증권_삼성SDI,2,5,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,5,136,N,P2,정량키워드,회사,,LG에너지솔루션|SK온|CATL|Panasonic|Tesla,,,글로벌|중국,출하량|YoY,출하량,%|GWH|MWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,10,136,N,P2,정량키워드,시장,EV,,,,글로벌|미국|유럽|중국,판매량|성장률|YoY,판매량,%|만대,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,17,136,N,P2,정량키워드,시장,EV,,,,글로벌|미국|유럽|중국,판매량|출하량|성장률|YoY,판매량|출하량,%|GWH|대,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,20,136,N,P2,정량키워드,회사,,LG에너지솔루션|SK온|CATL|Panasonic,,,글로벌|중국,출하량|점유율,출하량,%|GWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,21,136,N,P2,정량키워드,회사,,LG에너지솔루션|Tesla,,,글로벌|중국,출하량|YoY,출하량,%|GWH|MWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,31,136,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL|Panasonic|Tesla,,,글로벌|중국,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,32,136,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL,,,글로벌|중국,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,33,136,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL|Panasonic,,,글로벌|중국,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,35,136,N,P2,정량키워드,회사,,LG에너지솔루션|SK온|CATL|Panasonic,,,유럽,출하량|점유율,출하량,%|GWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,36,136,N,P2,정량키워드,회사,,LG에너지솔루션|Tesla,,,유럽,판매량|출하량|YoY,판매량|출하량,%|GWH|MWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,45,136,N,P2,정량키워드,시장,EV,,,,유럽,판매량|출하량,판매량|출하량,%|MWH,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,46,136,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL|Panasonic|Tesla,,,유럽,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,47,136,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL,,,유럽,YoY,,%,,10,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,49,136,N,P2,정량키워드,회사,,LG에너지솔루션|SK온|CATL|Panasonic|Tesla,,,북미,출하량|점유율,출하량,%|MWH,,10,대기
